time,CH0_raw,CH1_raw,CH2_raw
0.475,32788.03059767509,32768.669675951576,32780.8976265138
0.476,32787.011601794904,32770.70766771195,32783.95461415435
0.477,32788.03059767509,32768.669675951576,32782.93561827417
0.478,32788.03059767509,32768.669675951576,32783.95461415435
0.479,32789.049593555275,32767.65068007139,32782.93561827417
0.48,32790.06858943546,32769.68867183176,32781.91662239398
0.481,32788.03059767509,32767.65068007139,32781.91662239398
0.482,32787.011601794904,32767.65068007139,32783.95461415435
0.483,32787.011601794904,32767.65068007139,32781.91662239398
0.484,32787.011601794904,32768.669675951576,32780.8976265138
0.485,32788.03059767509,32767.65068007139,32779.87863063361
0.486,32788.03059767509,32767.65068007139,32780.8976265138
0.487,32788.03059767509,32766.631684191205,32781.91662239398
0.488,32788.03059767509,32767.65068007139,32783.95461415435
0.489,32788.03059767509,32767.65068007139,32781.91662239398
0.49,32791.08758531565,32765.61268831102,32780.8976265138
0.491,32789.049593555275,32769.68867183176,32785.99260591472
0.492,32788.03059767509,32768.669675951576,32784.97361003453
0.493,32788.03059767509,32769.68867183176,32783.95461415435
