Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.2060,2.12,1.97,5.18,0.17,0.14,-0.15,-0.39,1.01,1.40,0.40,0.05,0.22
0.2070,2.12,2.28,6.42,0.17,0.24,0.02,-0.23,1.32,1.09,0.35,0.02,0.25
0.2080,1.81,2.59,6.42,0.26,0.39,0.23,0.08,0.86,1.72,0.44,0.02,0.18
0.2090,1.97,2.28,6.11,0.12,0.33,-0.03,0.08,1.32,2.03,0.35,0.02,0.18
0.2100,1.81,2.43,6.73,0.40,0.42,0.18,0.08,1.01,2.03,0.40,0.05,0.27
0.2110,2.12,2.90,6.73,0.54,0.46,0.18,-0.23,1.17,1.40,0.44,0.05,0.22
0.2120,2.43,2.59,7.36,0.40,0.49,0.16,-0.39,1.32,1.40,0.26,0.11,0.29
0.2130,2.59,2.43,7.36,0.45,0.52,0.25,-0.23,0.70,1.72,0.44,0.05,0.22
0.2140,1.50,2.43,6.73,0.26,0.49,0.16,0.39,1.01,1.40,0.40,-0.02,0.27
0.2150,2.28,2.28,6.11,0.50,0.64,0.18,-0.23,0.70,2.34,0.40,0.02,0.29
0.2160,1.50,1.97,5.49,0.31,0.36,0.02,-0.08,1.17,2.03,0.40,0.08,0.20
0.2170,2.28,1.66,4.87,0.17,0.14,-0.05,0.08,1.17,1.40,0.40,0.11,0.15
0.2180,1.97,1.97,6.11,0.26,0.27,0.09,0.08,1.01,0.78,0.35,0.02,0.18
0.2190,1.97,2.43,6.42,0.40,0.46,0.11,-0.39,1.64,1.09,0.35,0.05,0.27
0.2200,2.28,1.97,5.80,0.26,0.36,0.02,0.08,0.86,1.40,0.40,0.11,0.20
0.2210,1.81,2.28,5.49,0.22,0.27,-0.10,0.08,0.86,1.72,0.44,0.05,0.25
0.2220,1.81,2.28,5.18,0.22,0.39,0.04,0.08,0.86,1.72,0.49,0.08,0.20
0.2230,1.81,2.28,6.11,0.12,0.27,0.06,-0.39,0.70,0.78,0.35,0.11,0.18
0.2240,1.97,2.43,6.42,0.36,0.55,0.13,-0.39,0.86,1.40,0.40,-0.02,0.29
0.2250,2.28,1.97,5.49,0.12,0.24,-0.03,-0.23,1.01,1.40,0.44,-0.02,0.29
0.2260,2.12,2.28,5.49,0.26,0.24,-0.01,-0.23,1.48,1.40,0.40,0.05,0.22
0.2270,1.66,2.28,6.11,0.17,0.33,0.02,-0.08,1.32,1.40,0.40,0.02,0.27
0.2280,2.12,2.12,6.11,0.40,0.49,0.18,-0.08,1.48,2.03,0.26,0.05,0.25
0.2290,1.81,2.12,4.56,0.31,0.27,-0.03,-0.23,1.48,1.72,0.35,0.08,0.22
0.2300,2.12,1.81,6.11,0.26,0.27,0.09,0.08,1.32,1.40,0.40,0.02,0.20
0.2310,2.28,2.12,6.42,0.17,0.27,-0.12,-0.39,0.70,1.40,0.49,0.05,0.27
0.2320,2.28,2.28,6.11,0.08,0.27,-0.01,-0.23,0.86,1.40,0.44,0.11,0.32
0.2330,1.97,2.12,6.42,0.26,0.27,-0.01,0.24,0.70,1.09,0.35,0.05,0.20
0.2340,1.97,1.97,5.80,0.26,0.36,0.02,0.24,0.86,1.40,0.40,0.11,0.22
0.2350,1.81,1.81,5.49,0.26,0.36,0.02,-0.39,1.17,1.40,0.44,0.08,0.18
0.2360,2.12,2.12,5.18,0.03,0.05,-0.12,-0.23,1.17,1.40,0.44,-0.02,0.25
0.2370,1.97,2.12,5.49,0.17,0.33,0.02,-0.23,1.01,1.09,0.44,-0.05,0.25
0.2380,1.66,2.12,6.42,0.26,0.46,0.13,-0.23,1.32,1.40,0.40,0.11,0.27
0.2390,1.66,1.81,4.87,0.12,0.24,-0.01,-0.08,1.32,1.72,0.35,0.05,0.27
0.2400,1.66,1.97,4.87,0.17,0.27,0.02,-0.08,1.01,2.03,0.40,0.05,0.20
0.2410,1.97,1.81,5.80,0.17,0.30,0.06,-0.23,1.32,1.09,0.35,-0.02,0.22
0.2420,1.66,2.43,6.42,0.36,0.39,0.16,0.08,1.01,1.40,0.40,0.08,0.25
0.2430,2.12,2.12,7.05,0.36,0.55,0.09,-0.39,0.86,1.72,0.44,0.05,0.32
0.2440,1.97,2.28,4.87,0.12,0.33,-0.05,-0.08,0.86,1.40,0.35,0.11,0.29
0.2450,1.50,1.97,6.11,0.17,0.24,0.09,0.24,0.86,2.03,0.44,0.11,0.20
0.2460,1.66,2.43,6.42,0.26,0.42,0.13,0.24,1.17,2.03,0.35,0.08,0.18
0.2470,1.50,2.28,6.73,0.40,0.49,0.16,0.08,1.17,1.72,0.30,0.11,0.22
0.2480,1.81,2.28,6.42,0.08,0.39,0.09,-0.08,1.32,2.34,0.35,-0.05,0.15
0.2490,1.97,2.28,5.49,0.26,0.33,0.06,-0.54,1.17,1.72,0.44,0.08,0.27
0.2500,2.12,1.97,7.36,0.45,0.52,0.16,-0.39,0.55,1.72,0.35,0.05,0.29
